time, normalized_head, current, 
0, 0, -0.666, 
18, -0.0358868, -0.666, 
37, -0.0227032, -0.666, 
56, -0.000542641, -0.666, 
74, -0.0183554, -0.666, 
93, 0.0168295, -0.666, 
112, 0.0616817, -0.666, 
131, 0.077035, -0.666, 
150, 0.0907135, -0.666, 
168, 0.0365267, -0.666, 
187, 0.0569162, -0.666, 
206, 0.0600996, -0.666, 
224, 0.0528898, -0.666, 
243, 0.0554409, -0.666, 
262, 0.0489111, -0.666, 
281, -0.0055151, -0.666, 
299, -0.0246258, -0.666, 
318, -0.0111227, -0.666, 
337, 0.000306129, -0.666, 
356, 0.00829697, -0.666, 
374, 0.00852585, -0.666, 
393, 0.00528336, -0.666, 
412, -0.0211306, -0.666, 
431, -0.00557518, -0.666, 
449, -0.0121765, -0.666, 
468, -0.00911331, -0.666, 
487, -0.0208902, -0.666, 
506, -0.0394564, -0.666, 
525, -0.0357971, -0.666, 
543, -0.0223274, -0.666, 
562, 0.0100918, -0.666, 
581, -0.0310717, -0.666, 
599, -0.0279388, -0.666, 
619, -0.0106068, -0.666, 
637, 0.0303402, -0.666, 
656, 0.0199938, -0.666, 
674, 0.00483608, -0.666, 
693, 0.0246096, -0.666, 
712, 0.0853329, -0.666, 
730, 0.112319, -0.666, 
749, 0.0960617, -0.666, 
768, 0.0780115, -0.666, 
787, -0.00979805, -0.666, 
806, -0.0319481, 0.666, 
824, -0.0498991, 0.666, 
843, -0.0773449, 0.666, 
862, -0.0792465, 0.666, 
882, -0.122685, 0.666, 
899, -0.107341, 0.666, 
918, -0.096056, 0.666, 
937, -0.154659, 0.666, 
956, -0.182482, 0.666, 
974, -0.147667, 0.666, 
993, -0.0788984, 0.666, 
1012, -0.0681715, 0.666, 
1032, -0.0115614, 0.666, 
1049, 0.0292149, 0.666, 
1068, -0.025609, 0.666, 
1087, -0.0278358, 0.666, 
1106, -0.0370197, 0.666, 
1125, 0.0044899, 0.666, 
1143, -0.0284834, 0.666, 
1162, -0.0412474, 0.666, 
1181, -0.0412388, 0.666, 
1199, -0.0443497, 0.666, 
1218, -0.0909386, 0.666, 
1237, -0.0685043, 0.666, 
1256, -0.0563335, 0.666, 
1274, -0.0519276, 0.666, 
1293, -0.0426846, 0.666, 
1312, -0.0363111, 0.666, 
1330, -0.0516739, 0.666, 
1349, -0.0407553, 0.666, 
1368, -0.0228453, 0.666, 
1387, -0.00801277, 0.666, 
1406, -0.0699968, 0.666, 
1424, -0.168268, 0.666, 
1443, -0.177079, 0.666, 
1462, -0.0982637, 0.666, 
1481, -0.0512514, 0.666, 
1499, -0.0257854, 0.666, 
1518, -0.0265245, 0.666, 
1537, -0.00609875, 0.666, 
1556, -0.0341368, 0.666, 
1575, -0.00798798, 0.666, 
1593, -0.0391741, 0.666, 
1613, -0.0450172, 0.666, 
1632, -0.0148182, 0.666, 
1653, -0.00439644, 0.666, 
1668, 0.0845785, 0.666, 
1687, 0.088871, 0.666, 
1706, 0.0279388, 0.666, 
1724, 0.149491, 0.666, 
1743, 0.146752, 0.666, 
1762, 0.112571, 0.666, 
1781, 0.0471373, 0.666, 
1799, 0.105186, 0.666, 
1818, 0.0764284, 0.666, 
1837, 0.0843143, 0.666, 
1856, 0.102593, 0.666, 
1874, 0.104697, 0.666, 
1893, 0.100615, 0.666, 
1912, 0.0733242, 0.666, 
1931, 0.0584688, 0.666, 
1949, 0.0643988, 0.666, 
1968, 0.0455065, 0.666, 
1987, 0.0715008, 0.666, 
2006, 0.0711145, 0.666, 
2024, 0.116371, 0.666, 
2043, 0.103266, 0.666, 
2062, 0.13018, 0.666, 
2081, 0.105257, 0.666, 
2099, 0.0969791, 0.666, 
2118, 0.105879, 0.666, 
2137, 0.120039, 0.666, 
2156, 0.0657272, 0.666, 
2175, 0.0292578, 0.666, 
2194, 0.0425081, 0.666, 
2212, 0.0262985, 0.666, 
2231, 0.0659838, 0.666, 
2250, 0.0143776, 0.666, 
2268, 0.00338936, 0.666, 
2287, 0.000219345, 0.666, 
2306, 0.0391426, 0.666, 
2325, 0.0110312, 0.666, 
2343, -0.0164738, 0.666, 
2362, -0.00564289, 0.666, 
2381, -0.0178833, 0.666, 
2399, -0.022789, 0.666, 
2418, -0.0193501, 0.666, 
2437, -0.0442476, 0.666, 
2456, -0.0607834, 0.666, 
2475, -0.0062685, 0.666, 
2493, 0.0186949, 0.666, 
2512, 0.00249004, 0.666, 
2531, 0.00511265, 0.666, 
2549, -0.011775, 0.666, 
2568, 0.0421343, 0.666, 
2587, 0.0395508, 0.666, 
2606, 0.0550451, 0.666, 
2624, 0.0310516, 0.666, 
2644, -0.0549383, 0.666, 
2662, -0.114486, 0.666, 
2681, -0.102519, 0.666, 
2700, -0.0817566, 0.666, 
2718, -0.104424, 0.666, 
2737, -0.102236, 0.666, 
2756, -0.136781, 0.666, 
2774, -0.100986, 0.666, 
2793, -0.144555, 0.666, 
2812, -0.135084, 0.666, 
2832, -0.126667, 0.666, 
2850, -0.133153, 0.666, 
2868, -0.163328, 0.666, 
2888, -0.111564, 0.666, 
2906, -0.114287, 0.666, 
2925, -0.140285, 0.666, 
2944, -0.146511, 0.666, 
2962, -0.157096, 0.666, 
2981, -0.151567, 0.666, 
3000, -0.140455, 0.666, 
3019, -0.166868, 0.666, 
3037, -0.15866, 0.666, 
3056, -0.0510712, 0.666, 
3075, -0.0581417, 0.666, 
3093, -0.0771141, 0.666, 
3112, -0.0732145, 0.666, 
3131, -0.149668, 0.666, 
3150, -0.136286, 0.666, 
3168, -0.128515, 0.666, 
3187, -0.10973, 0.666, 
3206, -0.105839, 0.666, 
3224, -0.0877094, 0.666, 
3243, -0.0872984, 0.666, 
3262, -0.135704, 0.666, 
3281, -0.0749083, 0.666, 
3299, -0.0987778, 0.666, 
3319, -0.107449, 0.666, 
3337, -0.0899153, 0.666, 
3356, -0.0427246, 0.666, 
3374, -0.056613, 0.666, 
3393, -0.0379925, 0.666, 
3412, -0.0156269, 0.666, 
3432, -0.0240269, 0.666, 
3449, -0.0395279, 0.666, 
3469, -0.0521221, 0.666, 
3487, -0.0492506, 0.666, 
3506, -0.0532703, 0.666, 
3525, -0.0526037, 0.666, 
3543, -0.0422602, 0.666, 
3562, -0.0684481, 0.666, 
3581, -0.0471506, 0.666, 
3600, -0.00656223, 0.666, 
3618, -0.0294428, 0.666, 
3637, -0.0133324, 0.666, 
3656, 0.00778484, 0.666, 
3675, 0.00861835, 0.666, 
3693, 0.00955963, 0.666, 
3712, -0.00587368, 0.666, 
3731, -0.0435934, 0.666, 
3749, -0.060647, 0.666, 
3768, -0.0534849, 0.666, 
3787, -0.0478964, 0.666, 
3806, -0.0620985, 0.666, 
3825, -0.00545406, 0.666, 
3843, -0.0331326, 0.666, 
3862, -0.0238504, 0.666, 
3881, -0.0524178, 0.666, 
3899, -0.0702257, 0.666, 
3918, -0.0902452, 0.666, 
3937, -0.10334, 0.666, 
3956, -0.0747232, 0.666, 
3974, -0.0925646, 0.666, 
3993, -0.108874, 0.666, 
4012, -0.101295, 0.666, 
4031, -0.14717, 0.666, 
4050, -0.0912838, 0.666, 
4068, -0.0977802, 0.666, 
4087, -0.160697, 0.666, 
4106, -0.206979, 0.666, 
4125, -0.136119, 0.666, 
4143, -0.074666, 0.666, 
4162, -0.0435715, 0.666, 
4181, -0.0464659, 0.666, 
4199, -0.0407038, 0.666, 
4218, -0.0527954, 0.666, 
4237, -0.0453453, -1.333, 
4256, -0.109451, -1.333, 
4275, -0.0635853, -1.333, 
4293, -0.017663, -1.333, 
4312, 0.0139303, -1.333, 
4331, 0.0468311, -1.333, 
4349, 0.0549183, -1.333, 
4368, 0.0735493, -1.333, 
4387, 0.109735, -1.333, 
4406, 0.116993, -1.333, 
4424, 0.0797825, -1.333, 
4443, 0.0589552, -1.333, 
4462, 0.0724239, -1.333, 
4481, 0.0743008, -1.333, 
4499, 0.0910482, -1.333, 
4518, 0.118767, -1.333, 
4537, 0.130532, -1.333, 
4556, 0.159241, -1.333, 
4575, 0.164734, -1.333, 
4594, 0.146206, -1.333, 
4612, 0.124568, -1.333, 
4632, 0.133298, -1.333, 
4649, 0.119821, -1.333, 
4668, 0.1074, -1.333, 
4687, 0.0879078, -1.333, 
4706, 0.122683, -1.333, 
4724, 0.149088, -1.333, 
4743, 0.11519, -1.333, 
4762, 0.14193, -1.333, 
4780, 0.120708, -1.333, 
4800, 0.0891638, -1.333, 
4818, 0.128621, -1.333, 
4837, 0.124636, -1.333, 
4856, 0.116496, -1.333, 
4874, 0.143173, -1.333, 
4893, 0.134313, -1.333, 
4912, 0.118311, -1.333, 
4931, 0.132626, -1.333, 
4949, 0.0979586, -1.333, 
4968, 0.0855999, -1.333, 
4987, 0.110666, -1.333, 
5006, 0.0894928, -1.333, 
5024, 0.160689, -1.333, 
5043, 0.170941, -1.333, 
5062, 0.166544, -1.333, 
5080, 0.196013, -1.333, 
5099, 0.194184, -1.333, 
5118, 0.195493, -1.333, 
5137, 0.15514, -1.333, 
5156, 0.133942, -1.333, 
5174, 0.130076, -1.333, 
5194, 0.128821, -1.333, 
5212, 0.0974464, -0.666, 
5231, 0.0797892, -0.666, 
5253, 0.10637, -0.666, 
5270, 0.0977592, -0.666, 
5287, 0.112169, -0.666, 
5306, 0.110087, -0.666, 
5324, 0.102572, -0.666, 
5343, 0.102572, -0.666, 
5366, 0.0895796, -0.666, 
5381, 0.0743999, -0.666, 
5399, 0.0772533, -0.666, 
5418, 0.0742159, -0.666, 
5437, 0.0552425, -0.666, 
5456, 0.0496931, -0.666, 
5474, 0.0596189, -0.666, 
5493, 0.0596189, -0.666, 
5512, 0.0483494, -0.666, 
5531, 0.0375309, -0.666, 
5549, 0.0365038, -0.666, 
5568, 0.0387106, -0.666, 
5587, 0.0430813, -0.666, 
5606, 0.0238295, -0.666, 
5624, 0.0323391, -0.666, 
5643, 0.0556002, -0.666, 
5662, 0.0412645, -0.666, 
5681, 0.0403652, -0.666, 
5699, 0.0348253, -0.666, 
5718, 0.0420132, -0.666, 
5737, 0.0417204, -0.666, 
5756, 0.0168743, -0.666, 
5774, 0.00576687, -0.666, 
5793, -0.000918388, -0.666, 
5812, -0.00268078, -0.666, 
5830, 0.00800037, -0.666, 
5849, -0.040554, -0.666, 
5868, -0.0712471, -0.666, 
5887, -0.0605612, -0.666, 
5906, -0.0661736, -0.666, 
5925, -0.0800838, -0.666, 
5943, -0.102124, -0.666, 
5962, -0.0835419, -0.666, 
5980, -0.0558348, -0.666, 
5999, -0.0592737, -0.666, 
6018, -0.0367785, -2, 
6037, -0.0941248, -2, 
6056, -0.137138, -2, 
6074, -0.110034, -2, 
6093, -0.119784, -2, 
6112, -0.150257, -2, 
6131, -0.148611, -2, 
6149, -0.0646267, -2, 
6168, -0.0922384, -2, 
6187, -0.149077, -2, 
6206, -0.106059, -2, 
6224, -0.0960817, -2, 
6243, -0.064106, -2, 
6262, -0.0737791, -2, 
6281, -0.0889854, -2, 
6299, -0.0830736, -2, 
6318, -0.0695734, -2, 
6337, -0.0594397, -2, 
6356, -0.0398846, -2, 
6374, -0.0392046, -2, 
6393, -0.0152187, -2, 
6412, -0.00309849, -2, 
6431, -0.0139761, -2, 
6449, -0.0310154, -2, 
6468, -0.0476723, -2, 
6487, -0.0486012, -2, 
6506, -0.0385084, -2, 
6524, -0.055522, -2, 
6543, -0.0654478, -2, 
6562, -0.0822945, -2, 
6581, -0.0629892, -2, 
6599, -0.0714636, -2, 
6618, -0.066925, -2, 
6637, -0.0740051, -2, 
6656, -0.079957, -2, 
6674, -0.0779219, -2, 
6693, -0.121679, -2, 
6712, -0.0822935, -2, 
6732, -0.0545998, -2, 
6750, -0.0277233, -2, 
6768, -0.0379858, -2, 
6787, 0.0136147, -2, 
6806, 0.0207968, -2, 
6825, 0.0694618, -2, 
6843, 0.0444803, -2, 
6862, 0.111958, -2, 
6881, 0.144802, -2, 
6899, 0.160854, -2, 
6918, 0.176333, -2, 
6937, 0.237546, -2, 
6956, 0.256741, 0.666, 
6975, 0.195854, 0.666, 
6994, 0.16352, 0.666, 
7012, 0.126378, 0.666, 
7032, 0.129895, 0.666, 
7049, 0.111895, 0.666, 
7068, 0.130297, 0.666, 
7087, 0.102858, 0.666, 
7106, 0.065217, 0.666, 
7124, 0.0686607, 0.666, 
7143, 0.110955, 0.666, 
7162, 0.0591459, 0.666, 
7181, 0.122095, 0.666, 
7199, 0.0817814, 0.666, 
7219, 0.0268974, 0.666, 
7237, 0.0276642, 0.666, 
7256, 0.00112724, 0.666, 
7274, -0.015728, 0.666, 
7293, -0.0554285, 0.666, 
7312, 0.011982, 0.666, 
7331, 0.00492477, 0.666, 
7349, -0.00725842, 0.666, 
7368, -0.0630474, 0.666, 
7387, -0.0539236, 0.666, 
7406, 0.0956125, 0.666, 
7425, 0.060051, 0.666, 
7443, -0.0529861, 0.666, 
7462, -0.00863266, 0.666, 
7481, -0.0554075, 0.666, 
7499, -0.0117664, 0.666, 
7518, 0.00840473, 0.666, 
7538, 0.0359478, 0.666, 
7556, 0.0312624, 0.666, 
7576, 0.0156107, 0.666, 
7597, 0.0205317, 0.666, 
7612, 0.0235529, 0.666, 
7631, 0.0244761, 0.666, 
7649, 0.0198612, 0.666, 
7668, -0.00181866, 0.666, 
7687, -0.022027, 0.666, 
7707, 0.0190277, 0.666, 
7730, -0.00687408, 0.666, 
7744, 0.00280952, 0.666, 
7762, -0.00348949, 0.666, 
7781, 0.00291348, 0.666, 
7799, 0.0084753, 0.666, 
7818, -0.0123568, 0.666, 
7837, -0.0351782, 0.666, 
7856, -0.0551128, 0.666, 
7874, -0.06322, 0.666, 
7893, -0.0522938, 1.333, 
7912, -0.0454721, 1.333, 
7930, -0.0429935, 1.333, 
7952, -0.0706444, 1.333, 
7977, -0.0297165, 1.333, 
7996, -0.0360031, 1.333, 
8018, -0.0162859, 1.333, 
8039, 0.00178146, 1.333, 
8060, 0.0138788, 1.333, 
8081, 0.0299129, 1.333, 
8105, 0.0520296, 1.333, 
8126, 0.0396719, 1.333, 
8147, 0.0175552, 1.333, 
8168, 0.054307, 1.333, 
8192, -0.00334835, 1.333, 
8212, -0.0224438, 1.333, 
8224, -0.0286417, 1.333, 
8235, 0.0196543, 1.333, 
8249, -0.00970554, 1.333, 
8268, -0.041749, 1.333, 
8279, -0.064847, 1.333, 
8290, -0.0563927, 1.333, 
8306, -0.0820732, 1.333, 
8325, -0.0574913, 1.333, 
8343, -0.0772181, 1.333, 
8362, -0.0949459, 1.333, 
8381, -0.0685148, 1.333, 
8400, -0.0295467, 1.333, 
8418, -0.0326719, 2, 
8437, -0.00582218, 2, 
8456, -0.0256691, 2, 
8474, 0.00809956, 2, 
8493, 0.0179739, 2, 
8512, 0.0288429, 2, 
8530, 0.00155067, 2, 
8549, 0.0115652, 2, 
8568, 0.0372543, 2, 
8587, 0.0392265, 2, 
8606, 0.0582294, 2, 
8625, 0.0404673, 2, 
8643, -0.00777435, 2, 
8662, -0.0335016, 2, 
8681, 0.00793552, 2, 
8699, 0.0112753, 2, 
8718, 0.0103312, 2, 
8737, -0.0328054, 2, 
8756, -0.0460281, 2, 
8774, -0.0459118, 2, 
8793, -0.0362711, 2, 
8812, -0.05655, 2, 
8831, -0.0398331, 2, 
8849, -0.0316715, 2, 
8868, -0.0264597, 2, 
8887, -0.0274897, 2, 
8906, -0.0892992, 2, 
8925, -0.0829868, 2, 
8943, -0.0725946, 2, 
8962, -0.0823803, 2, 
8980, -0.120081, 2, 
8999, -0.118085, 2, 
9018, -0.0674858, 2, 
9037, -0.056407, 2, 
9056, -0.0556383, 2, 
9074, -0.0103407, 2, 
9093, -0.00394726, 2, 
9112, 0.0223675, 2, 
9131, 0.0306664, 2, 
9149, 0.0551109, 2, 
9168, 0.0735493, 2, 
9187, 0.0978155, 2, 
9206, 0.0556479, 2, 
9225, 0.0696459, 2, 
9244, 0.0596056, 2, 
9262, 0.0598392, 2, 
9281, 0.0781803, 2, 
9299, 0.0885916, 2, 
9318, 0.100583, 2, 
9337, 0.0903025, 2, 
9356, 0.0809736, 2, 
9374, 0.0620489, 2, 
9393, 0.0413637, 2, 
9412, 0.0399847, 2, 
9431, 0.0110588, 2, 
9449, 0.0280094, 2, 
9468, 0.00788593, 2, 
9487, 0.0296621, 2, 
9506, 0.0393095, 2, 
9524, 0.0241241, 2, 
9543, 0.0224447, 2, 
9562, 0.0114822, 2, 
9581, -0.000229836, 2, 
9599, -0.00912094, 2, 
9618, -0.021163, 2, 
9637, -0.0333023, 2, 
9656, -0.0420227, 2, 
9674, -0.0906401, 2, 
9693, -0.0688515, 2, 
9712, -0.0227442, 2, 
9731, -0.0386257, 2, 
9749, 0.0011158, 2, 
9769, 0.0206928, 2, 
9787, -0.0159502, 2, 
9806, -0.00961876, 2, 
9825, -0.0528069, 2, 
9844, -0.0137644, 2, 
9862, 0.0243349, 2, 
9881, -0.000339508, 2, 
9899, 0.02176, 2, 
9918, 0.081377, 2, 
9937, 0.0511808, 2, 
9956, 0.087615, 2, 
9974, 0.131673, 2, 
9994, 0.1095, 2, 
10012, 0.0872955, 2, 
10031, 0.0609961, 2, 
10049, 0.0912447, 2, 
10069, 0.0877132, 2, 
10087, 0.0568562, 2, 
10106, 0.0704174, 2, 
10124, 0.0332441, 2, 
10144, 0.0094614, 2, 
10162, 0.00433064, 2, 
10181, -0.00226879, 2, 
10200, -0.0186405, 2, 
10218, -0.0689354, 2, 
10237, -0.0814304, 2, 
10256, -0.0668383, 2, 
14249, 0.0748234, -0.666, 
14268, 0.127757, -0.666, 
14287, 0.140825, -0.666, 
14306, 0.12292, -0.666, 
14324, 0.133047, -0.666, 
14343, 0.115155, -0.666, 
14362, 0.11946, -0.666, 
14381, 0.106275, -0.666, 
14399, 0.0709801, -0.666, 
14418, 0.0416546, -0.666, 
14437, 0.0616398, -0.666, 
14456, 0.0861988, -0.666, 
14474, 0.0730715, -0.666, 
14493, 0.0525742, -0.666, 
14512, 0.0528355, -0.666, 
14530, 0.0447197, -0.666, 
14549, 0.0997601, -0.666, 
14568, 0.129465, -0.666, 
14587, 0.116328, -0.666, 
14605, 0.0827465, -0.666, 
14624, 0.0839176, -0.666, 
14643, 0.065012, -0.666, 
14662, 0.0481396, -0.666, 
14680, 0.0761089, -0.666, 
14699, 0.0775414, -0.666, 
14718, 0.0511751, -0.666, 
14737, 0.0702314, -0.666, 
14756, 0.0718708, -0.666, 
14774, 0.0510836, -0.666, 
14793, 0.0305128, -0.666, 
14812, 0.0356779, -0.666, 
14830, 0.0957003, -0.666, 
14849, 0.0105581, -0.666, 
14868, 0.0144663, -0.666, 
14887, -0.00640106, -0.666, 
14906, -0.0615263, -0.666, 
14925, -0.0783386, -0.666, 
14944, -0.0767689, -0.666, 
14962, -0.104643, -0.666, 
14981, -0.10096, -0.666, 
14999, -0.0809612, -0.666, 
15018, -0.0869808, -0.666, 
15037, -0.0692358, -0.666, 
15055, -0.137413, -0.666, 
15074, -0.167674, -0.666, 
15093, -0.0453739, -0.666, 
15112, 0.0161142, -0.666, 
15131, -0.0364351, -0.666, 
15149, -0.0279026, -0.666, 
15169, -0.0190439, -0.666, 
15187, 0.0110636, -0.666, 
15206, -0.062397, -0.666, 
15224, -0.0654316, -0.666, 
15243, -0.0743055, -0.666, 
15262, -0.0843287, -0.666, 
15280, -0.0532169, -0.666, 
15299, -0.0888147, -0.666, 
15319, -0.0782204, -0.666, 
15337, -0.0607338, -0.666, 
15356, -0.0258808, -1.333, 
15375, -0.00177383, -1.333, 
15398, -0.00363541, -1.333, 
15412, -0.0170088, -1.333, 
15430, -0.0225687, -1.333, 
15449, -0.0224304, -1.333, 
15468, -0.0427084, -1.333, 
15487, 0.0314598, -1.333, 
15506, 0.0133362, -1.333, 
15525, 0.00398922, -1.333, 
15543, 0.0131874, -1.333, 
15562, 0.0403566, -1.333, 
15581, 0.0274286, -1.333, 
15599, 0.0360279, -1.333, 
15618, 0.0622606, -1.333, 
15637, 0.0844297, -1.333, 
15656, 0.0684471, -1.333, 
15674, 0.0236588, -1.333, 
15693, 0.0342484, -1.333, 
15712, 0.0417585, -1.333, 
15730, 0.0622063, -1.333, 
15749, 0.0622063, -1.333, 
15768, 0.0297728, -1.333, 
15787, 0.0664444, -1.333, 
15806, 0.0494871, -1.333, 
15824, 0.0136509, -1.333, 
15843, 0.0438395, -1.333, 
15863, 0.0581512, -1.333, 
15881, 0.0108213, -1.333, 
15900, 0.036376, -1.333, 
15918, 0.103235, -1.333, 
15937, 0.088439, -1.333, 
15955, 0.0145607, -1.333, 
15974, 0.0227547, -1.333, 
15993, 0.069603, -1.333, 
16012, 0.0298977, -1.333, 
16030, -0.0610428, -1.333, 
16049, -0.0499296, -1.333, 
16068, -0.0999632, -1.333, 
16088, -0.0971947, -1.333, 
16106, -0.102506, -1.333, 
16124, -0.100588, -1.333, 
16143, -0.110371, -1.333, 
16162, -0.0896549, -1.333, 
16181, -0.064723, -1.333, 
16200, -0.0799284, -1.333, 
16218, -0.0803566, -1.333, 
16237, -0.0484476, -1.333, 
16256, -0.0396948, -1.333, 
16274, -0.0493803, -1.333, 
16293, -0.0363588, -1.333, 
16312, -0.0506134, -1.333, 
16331, -0.0398626, -1.333, 
16349, -0.007617, -1.333, 
16368, 0.00975704, -2, 
16387, -0.0243216, -2, 
16406, 0.0844727, -2, 
16425, 0.070879, -2, 
16443, 0.0770931, -2, 
16462, 0.0334148, -2, 
16482, 0.0170145, -2, 
16499, 0.0286922, -2, 
16518, 0.0766401, -2, 
16537, -0.0193958, -2, 
16555, -0.0140276, -2, 
16575, -0.0326738, -2, 
16593, -0.0336695, -2, 
16612, -0.0422888, -2, 
16630, -0.0520782, -2, 
16649, -0.0446196, -2, 
16668, -0.0114832, -2, 
16688, -0.0632219, -2, 
16706, -0.0205517, -2, 
16724, 0.0706606, -2, 
16743, 0.0862541, -2, 
16762, 0.0931215, -2, 
16780, 0.107415, -2, 
16799, 0.119035, -2, 
16818, 0.101522, -2, 
16837, 0.0725336, -2, 
16856, 0.0753889, -2, 
16875, 0.0766382, -2, 
16893, -0.0459366, -2, 
16912, -0.0166807, -2, 
16931, -0.013938, -2, 
16951, 0.0363951, -2, 
16968, 0.00506878, -2, 
16987, -0.0130348, -2, 
17006, -0.0164671, -2, 
17024, -0.00732327, -2, 
17043, -0.0128918, -2, 
17062, -0.0198154, -2, 
17081, 0.00948906, -2, 
17100, 0.0229254, -2, 
17119, 0.0227242, -2, 
17137, 0.0671978, 0.666, 
17155, 0.0763912, 0.666, 
17175, 0.0493431, 0.666, 
17193, 0.0531921, 0.666, 
17212, 0.0173521, 0.666, 
17231, 0.0171204, 0.666, 
17249, -0.00635719, 0.666, 
17268, -0.000117302, 0.666, 
17287, 0.0354385, 0.666, 
17306, -9.05991e-05, 0.666, 
17324, -0.0162163, 0.666, 
17345, -0.0224485, 0.666, 
17362, 0.00440216, 0.666, 
17380, -0.0373507, 0.666, 
17399, -0.00103664, 0.666, 
17418, 0.0203238, 0.666, 
17437, 0.0295992, 0.666, 
17456, -0.00329685, 0.666, 
17474, -0.0124235, 0.666, 
17500, 0.0238628, 0.666, 
17516, 0.00352764, 0.666, 
17531, -0.00169563, 0.666, 
17549, -0.0226488, 0.666, 
17568, -0.0394201, 0.666, 
17587, -0.0404139, 0.666, 
17606, -0.0239391, 0.666, 
17629, -0.0240011, 0.666, 
17644, -0.0161057, 0.666, 
17662, -0.00455189, 0.666, 
17681, -0.0382814, 0.666, 
17701, -0.0593729, 0.666, 
17718, -0.0662556, 1.333, 
17737, -0.049262, 1.333, 
17755, -0.0474253, 1.333, 
17774, -0.0433102, 1.333, 
17793, -0.0231829, 1.333, 
17812, -0.0247898, 1.333, 
17830, -0.0407877, 1.333, 
17849, -0.0418329, 1.333, 
17868, -0.0317822, 1.333, 
17887, -0.064579, 1.333, 
17906, -0.0558023, 1.333, 
17924, -0.0721064, 1.333, 
17943, -0.0865173, 1.333, 
17962, -0.0713139, 1.333, 
17981, -0.170906, 1.333, 
17999, -0.0212793, 1.333, 
18018, -0.0529575, 1.333, 
18037, -0.0687113, 1.333, 
18056, -0.0606213, 1.333, 
18074, -0.057004, 1.333, 
18093, -0.0523376, 1.333, 
18112, -0.00266647, 1.333, 
18132, 0.0716934, 1.333, 
18149, 0.00404167, 1.333, 
18168, -0.00810528, 1.333, 
18188, 0.0614357, 1.333, 
18206, 0.0350542, 1.333, 
18224, -0.00635147, 2, 
18244, 0.0142517, 2, 
18264, 0.0146542, 2, 
18280, 0.0104847, 2, 
18299, -0.0249405, 2, 
18321, -0.114175, 2, 
18340, -0.0973825, 2, 
18362, -0.0734272, 2, 
18376, -0.0327997, 2, 
18393, -0.0215235, 2, 
18413, -0.0175619, 2, 
18430, -0.0460405, 2, 
18450, -0.0298805, 2, 
18468, -0.0318661, 2, 
18487, -0.0197973, 2, 
18506, 0.0071125, 2, 
18525, -0.0103273, 2, 
18543, 0.00309563, 2, 
18562, 0.0354452, 2, 
18580, 0.0431671, 2, 
18599, 0.0472345, 2, 
18618, 0.00878048, 2, 
18637, 0.0348253, 2, 
18656, 0.0469456, 2, 
18674, 0.0432234, 2, 
18693, 0.0434895, 2, 
18712, 0.00817585, 2, 
18731, 0.0136814, 2, 
18749, 0.00488186, 2, 
18768, 0.0280685, 2, 
18787, 0.0425272, 2, 
18806, 0.0235834, 2, 
18825, 0.000425339, 2, 
time, normalized_head, current, 
0, 0, -0.666, 
19, 0, -0.666, 
38, 0, -0.666, 
57, 0, -0.666, 
76, 0, -0.666, 
94, 0, -0.666, 
113, 0, -0.666, 
132, 0, -0.666, 
150, 0, -0.666, 
169, 0, -0.666, 
188, 0, -0.666, 
207, 0, -0.666, 
225, 0, -0.666, 
244, 0, -0.666, 
263, 0, -0.666, 
282, 0, -0.666, 
300, 0, -0.666, 
319, 0, -0.666, 
338, 0, -0.666, 
357, 0, -0.666, 
375, 0, -0.666, 
394, 0, -0.666, 
413, 0, -0.666, 
432, 0, -0.666, 
450, 0, -0.666, 
469, 0, -0.666, 
488, 0, -0.666, 
507, 0, -0.666, 
525, 0, -0.666, 
544, 0, -0.666, 
563, 0, -0.666, 
582, 0, -0.666, 
601, 0, -0.666, 
619, 0, -0.666, 
638, 0, -0.666, 
657, 0, -0.666, 
675, 0, -0.666, 
694, 0, -0.666, 
713, 0, -0.666, 
732, 0, -0.666, 
750, 0, -0.666, 
769, 0, -1.333, 
788, 0, -1.333, 
807, 0, -1.333, 
825, 0, -1.333, 
844, 0, -1.333, 
863, 0, -1.333, 
882, 0, -1.333, 
900, 0, -1.333, 
919, 0, -1.333, 
938, 0, -1.333, 
957, 0, -1.333, 
975, 0, -1.333, 
994, 0, -1.333, 
1013, 0, -1.333, 
1032, 0, -1.333, 
1050, 0, -1.333, 
1069, 0, -1.333, 
1088, 0, -1.333, 
1107, 0, -1.333, 
1125, 0, -1.333, 
1144, 0, -1.333, 
1163, 0, -1.333, 
1182, 0, -1.333, 
1200, 0, -1.333, 
1219, 0, -1.333, 
1238, 0, -1.333, 
1257, 0, -1.333, 
1275, 0, -1.333, 
1294, 0, -1.333, 
1313, 0, -1.333, 
1332, 0, -1.333, 
1350, 0, -1.333, 
1369, 0, -1.333, 
1388, 0, -1.333, 
1407, 0, -1.333, 
1425, 0, -1.333, 
1444, 0, -1.333, 
1463, 0, -1.333, 
1482, 0, -1.333, 
1500, 0, -1.333, 
1519, 0, -1.333, 
1538, 0, -1.333, 
1557, 0, -1.333, 
1575, 0, -1.333, 
1594, 0, -1.333, 
1613, 0, -1.333, 
1632, 0, -1.333, 
1650, 0, -1.333, 
1669, 0, -1.333, 
1688, 0, -1.333, 
1707, 0, -1.333, 
1725, 0, -1.333, 
1747, 0, -1.333, 
1763, 0, -1.333, 
