0, 0, 78318, 0, -18.3496, -11.5249, 2.68024, -74.9281, -12.7607, 158.069, 0
0, 1, 78318, 0, -18.7491, -7.16059, 2.72209, 6.18633, -75.7175, -139.627, 0
0, 0, 78319, 0, -18.3496, -11.5249, 2.68148, -74.9341, -12.7557, 158.067, 0
0, 1, 78319, 0, -18.7449, -7.15349, 2.743, 6.06787, -75.697, -139.521, 0
0, 0, 78321, 0, -18.3496, -11.5249, 2.68177, -74.9327, -12.7523, 158.075, 0
0, 1, 78321, 0, -18.7494, -7.17486, 2.73734, 6.2045, -75.7166, -139.695, 0
0, 0, 78323, 0, -18.3496, -11.5326, 2.68178, -74.9191, -12.7527, 158.068, 0
0, 1, 78323, 0, -18.7422, -7.1925, 2.73934, 6.18687, -75.7421, -139.557, 0
0, 0, 78326, 0, -18.3496, -11.5345, 2.68024, -74.9205, -12.7497, 158.068, 0
0, 1, 78326, 0, -18.7436, -7.18828, 2.70659, 6.18203, -75.7819, -139.552, 0
0, 0, 78328, 0, -18.3496, -11.5269, 2.68172, -74.9252, -12.7616, 158.062, 0
0, 1, 78328, 0, -18.749, -7.1628, 2.74836, 6.33234, -75.6991, -139.766, 0
0, 0, 78330, 0, -18.3496, -11.5327, 2.68022, -74.9095, -12.7631, 158.059, 0
0, 1, 78330, 0, -18.7458, -7.1829, 2.75081, 6.2966, -75.7199, -139.685, 0
0, 0, 78331, 0, -18.3496, -11.5342, 2.67382, -74.9121, -12.7601, 158.076, 0
0, 1, 78331, 0, -18.7297, -7.20258, 2.74228, 6.27343, -75.7045, -139.591, 0
0, 0, 78335, 0, -18.3419, -11.533, 2.67224, -74.9018, -12.7592, 158.072, 0
0, 1, 78335, 0, -18.7393, -7.1833, 2.77876, 6.38287, -75.6866, -139.737, 0
0, 0, 78336, 0, -18.348, -11.519, 2.67219, -74.9607, -12.76, 158.082, 0
0, 1, 78336, 0, -18.7567, -7.16686, 2.73554, 6.33762, -75.7168, -139.786, 0
0, 0, 78336, 0, -18.348, -11.519, 2.67219, -74.9607, -12.76, 158.082, 0
0, 1, 78336, 0, -18.7567, -7.16686, 2.73554, 6.33762, -75.7168, -139.786, 0
0, 0, 78340, 0, -18.3495, -11.5263, 2.67217, -74.9423, -12.7594, 158.081, 0
0, 1, 78340, 0, -18.7516, -7.15112, 2.74812, 6.2947, -75.6721, -139.724, 0
